"","KO","Gene_identification","A","B","C","D","Target","Target_2","Category","GeneID","Full_GeneName","Notes"
"9339","K02297","cyoA; cytochrome o ubiquinol oxidase subunit II [EC:1.10.3.10]","Structural complex","Energy metabolism","ATP synthesis","Cytochrome o ubiquinol oxidase",NA,NA,NA,NA,NA,NA
"9340","K18435","SOX9; transcription factor SOX9 (SOX group E)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9341","K09451","ALX4; homeobox protein aristaless-like 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9342","K02092","apcA; allophycocyanin alpha subunit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9343","K04146","DRD3; dopamine receptor D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9344","K01568","PDC, pdc; pyruvate decarboxylase [EC:4.1.1.1]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9345","K16891","CATSPER3; cation channel sperm-associated protein 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9346","K11392","rsmF; 16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9347","K04265","ADORA1; adenosine A1 receptor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9348","K03565","recX; regulatory protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9349","K08177","oxlT; MFS transporter, OFA family, oxalate/formate antiporter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9350","K19999","LGI3; leucine-rich repeat LGI family member 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9351","K11646","K11646; 3-dehydroquinate synthase II [EC:1.4.1.24]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9352","K13744","ARHGEF26, SGEF; Rho guanine nucleotide exchange factor 26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9353","K06246","LAMC2; laminin, gamma 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9354","K01175","ybfF; esterase [EC:3.1.-.-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9355","K02554","mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]","Pathway module","Nucleotide and amino acid metabolism","Aromatic amino acid metabolism","Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA",NA,NA,NA,NA,NA,NA
"9356","K02554","mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]","Pathway module","Secondary metabolism","Aromatics degradation","Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",NA,NA,NA,NA,NA,NA
"9357","K02670","pilU; twitching motility protein PilU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9358","K03218","rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9359","K05654","ABCB3, TAP2; ATP-binding cassette, subfamily B (MDR/TAP), member 3",NA,NA,NA,NA,"Phagotrophy","Phagosome associated","Phagosome maturation","ATP-binding cassette, subfamily B (MDR/TAP), member 3","ATP-binding cassette, subfamily B (MDR/TAP), member 3",""
"9360","K14697","SLC30A10, ZNT10; solute carrier family 30 (zinc transporter), member 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9361","K05004","KCNJ11; potassium inwardly-rectifying channel subfamily J member 11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9362","K08149","SLC2A12, GLUT12; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9363","K00156","poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9364","K09324","GSC; homeobox protein goosecoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9365","K11829","RCOR1, COREST; REST corepressor 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9366","K08318","yihU; 4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9367","K10111","malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-]","Structural complex","Environmental information processing","Saccharide, polyol, and lipid transport system","Maltose/maltodextrin transport system",NA,NA,NA,NA,NA,NA
"9368","K10111","malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-]","Structural complex","Environmental information processing","Saccharide, polyol, and lipid transport system","Trehalose/maltose transport system",NA,NA,NA,NA,NA,NA
"9369","K10111","malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-]","Structural complex","Environmental information processing","Saccharide, polyol, and lipid transport system","Putative sorbitol/mannitol transport system",NA,NA,NA,NA,NA,NA
"9370","K10111","malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-]","Structural complex","Environmental information processing","Saccharide, polyol, and lipid transport system","arabinogalactan oligomer/maltooligosaccharide transport system",NA,NA,NA,NA,NA,NA
"9371","K10111","malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-]","Structural complex","Environmental information processing","Saccharide, polyol, and lipid transport system","Putative multiple sugar transport system [BR:ko02000]",NA,NA,NA,NA,NA,NA
"9372","K18707","mtaB; threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9373","K09283","HMGA2; high mobility group AT-hook protein 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9374","K08990","ycjF; putative membrane protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9375","K05089","PDGFRB, CD140B; platelet-derived growth factor receptor beta [EC:2.7.10.1]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9376","K09073","PTF1A; pancreas-specific transcription factor 1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9377","K00690","E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9378","K04275","LPAR4, GPR23; lysophosphatidic acid receptor 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9379","K19911","SYT11; synaptotagmin-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9380","K01384","WNT11; wingless-type MMTV integration site family, member 11","Functional set","Environmental information processing","Cell signaling","Wnt signaling",NA,NA,NA,NA,NA,NA
"9381","K03186","ubiX, PAD1; flavin prenyltransferase [EC:2.5.1.129]","Pathway module","Nucleotide and amino acid metabolism","Cofactor and vitamin biosynthesis","Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone",NA,NA,NA,NA,NA,NA
"9382","K02417","fliNY, fliN; flagellar motor switch protein FliN/FliY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9383","K12352","SMPD3; sphingomyelin phosphodiesterase 3 [EC:3.1.4.12]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9384","K19284","ACPT; testicular acid phosphatase [EC:3.1.3.2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9385","K04433","MAP2K6, MKK6; mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]","Functional set","Environmental information processing","Cell signaling","MAPK (p38) signaling",NA,NA,NA,NA,NA,NA
"9386","K13055","STAG3; cohesin complex subunit SA-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9387","K12597","AIR1_2; protein AIR1/2","Structural complex","Genetic information processing","RNA processing","TRAMP complex",NA,NA,NA,NA,NA,NA
"9388","K07168","K07168; CBS domain-containing membrane protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9389","K11960","urtB; urea transport system permease protein","Structural complex","Environmental information processing","Phosphate and amino acid transport system","Urea transport system",NA,NA,NA,NA,NA,NA
"9390","K08014","RAPGEF3, EPAC1; Rap guanine nucleotide exchange factor 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9391","K06563","CD209, CD299; CD209 antigen",NA,NA,NA,NA,"Phagotrophy-other","other","else","","C-type lectin domain family 4 member M",""
"9392","K10647","TRIM1, MID2; midline 2 [EC:2.3.2.27]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9393","K03518","coxS; carbon-monoxide dehydrogenase small subunit [EC:1.2.7.4]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9394","K10172","BRA, T; brachyury protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9395","K00355","NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9396","K04901","KCNG2; potassium voltage-gated channel subfamily G member 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9397","K13369","HSD17B6; 17beta-estradiol 17-dehydrogenase / all-trans-retinol dehydrogenase (NAD+) / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.105 1.1.1.239]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9398","K08458","GPR116; G protein-coupled receptor 116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9399","K16949","SULT3A1; amine sulfotransferase [EC:2.8.2.3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9400","K09792","K09792; uncharacterized protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9401","K19893","GN5_6; glucan endo-1,3-beta-glucosidase 5/6 [EC:3.2.1.39]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9402","K01016","SULT1E1, STE; estrone sulfotransferase [EC:2.8.2.4]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9403","K09318","VAX; homeobox protein ventral anterior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9404","K07371","BLNK; B-cell linker protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9405","K04202","MC4R; melanocortin 4 receptor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9406","K14678","LOXL1; lysyl oxidase-like protein 1 [EC:1.4.3.-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9407","K04308","LGR5, GPR49; leucine-rich repeat-containing G protein-coupled receptor 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9408","K00117","gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9409","K18455","mca; mycothiol S-conjugate amidase [EC:3.5.1.115]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9410","K12297","rlmL, rlmK; 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9411","K16334","CRTC3, TORC3; CREB-regulated transcription coactivator 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9412","K01297","ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9413","K06016","pydC; beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]","Pathway module","Nucleotide and amino acid metabolism","Pyrimidine metabolism","Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",NA,NA,NA,NA,NA,NA
"9414","K13599","ntrX; two-component system, NtrC family, nitrogen regulation response regulator NtrX","Functional set","Environmental information processing","Two-component regulatory system","NtrY-NtrX (nitrogen regulation) two-component regulatory system",NA,NA,NA,NA,NA,NA
"9415","K00302","soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9416","K19790","PPM1N; protein phosphatase 1N [EC:3.1.3.16]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9417","K08182","SLC16A5; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9418","K01305","iadA; beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9419","K00146","feaB; phenylacetaldehyde dehydrogenase [EC:1.2.1.39]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9420","K03603","fadR; GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9421","K01444","AGA, aspG; N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9422","K03534","rhaM; L-rhamnose mutarotase [EC:5.1.3.32]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9423","K00906","aceK; isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9424","K05366","mrcA; penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9425","K13867","SLC7A7; solute carrier family 7 (L-type amino acid transporter), member 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9426","K01801","nagL; maleylpyruvate isomerase [EC:5.2.1.4]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9427","K00260","gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9428","K06616","SIAT7B, ST6GalNAc II; alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7B) [EC:2.4.99.-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9429","K00042","garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9430","K03499","trkA, ktrA; trk system potassium uptake protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9431","K13567","ACVR1B, ALK4; activin receptor type-1B [EC:2.7.11.30]","Functional set","Environmental information processing","Cell signaling","Activin signaling",NA,NA,NA,NA,NA,NA
"9432","K14261","alaC; alanine-synthesizing transaminase [EC:2.6.1.-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9433","K00050","ttuD; hydroxypyruvate reductase [EC:1.1.1.81]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9434","K12320","GUCY2C; heat-stable enterotoxin receptor [EC:4.6.1.2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9435","K08733","APPL1, DIP13A; DCC-interacting protein 13 alpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9436","K07930","RAB43; Ras-related protein Rab-43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9437","K05894","OPR; 12-oxophytodienoic acid reductase [EC:1.3.1.42]","Pathway module","Carbohydrate and lipid metabolism","Fatty acid metabolism","Jasmonic acid biosynthesis","Phagotrophy","Fatty acid breakdown","Fatty acid breakdown","OPR","12-oxophytodienoic acid reductase ",""
"9438","K05894","OPR; 12-oxophytodienoic acid reductase [EC:1.3.1.42]","Pathway module","Carbohydrate and lipid metabolism","Fatty acid metabolism","Jasmonic acid biosynthesis","Phagotrophy-other","other","other","","OPR; 12-oxophytodienoic acid reductase [EC:1.3.1.42]",""
"9439","K19747","DCR; BAHD acyltransferase [EC:2.3.1.-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9440","K02456","gspG; general secretion pathway protein G","Structural complex","Environmental information processing","Bacterial secretion system","Type II general secretion system",NA,NA,NA,NA,NA,NA
"9441","K00695","E2.4.1.13; sucrose synthase [EC:2.4.1.13]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9442","K04810","CHRNA9; nicotinic acetylcholine receptor alpha-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9443","K18410","ASZ1, GASZ; ankyrin repeat, SAM and basic leucine zipper domain-containing protein 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9444","K11936","pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9445","K08025","HLXB9, HB9; homeobox protein HB9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9446","K07175","phoH2; PhoH-like ATPase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9447","K16844","comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9448","K01561","dehH; haloacetate dehalogenase [EC:3.8.1.3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9449","K04764","ihfA, himA; integration host factor subunit alpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9450","K00055","E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]","Pathway module","Secondary metabolism","Aromatics degradation","Toluene degradation, toluene => benzoate",NA,NA,NA,NA,NA,NA
"9451","K00055","E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]","Pathway module","Secondary metabolism","Aromatics degradation","Xylene degradation, xylene => methylbenzoate",NA,NA,NA,NA,NA,NA
"9452","K19017","IMPG2, SPACRCAN; interphotoreceptor matrix proteoglycan 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9453","K07217","K07217; Mn-containing catalase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9454","K03174","TRAF3; TNF receptor-associated factor 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9455","K13281","uvsE, UVE1; UV DNA damage endonuclease [EC:3.-.-.-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9456","K15398","CYP86A4S; fatty acid omega-hydroxylase [EC:1.14.-.-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9457","K05028","CLCA2; calcium-activated chloride channel regulator 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9458","K05575","ndhD; NAD(P)H-quinone oxidoreductase subunit 4 [EC:1.6.5.3]","Structural complex","Energy metabolism","ATP synthesis","NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria",NA,NA,NA,NA,NA,NA
"9459","K18449","PRUNE2, BMCC1; prune homolog 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9460","K03802","cphA; cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9461","K12566","SGCB; beta-sarcoglycan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9462","K09091","HEY; hairy and enhancer of split related with YRPW motif",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9463","K02674","pilY1; type IV pilus assembly protein PilY1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9464","K04816","CHRND; nicotinic acetylcholine receptor delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9465","K13634","cysB; LysR family transcriptional regulator, cys regulon transcriptional activator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9466","K15194","AFF2; AF4/FMR2 family member 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9467","K04673","BMPR1A, ALK3, CD292; bone morphogenetic protein receptor type-1A [EC:2.7.11.30]","Functional set","Environmental information processing","Cell signaling","BMP signaling",NA,NA,NA,NA,NA,NA
"9468","K06998","phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9469","K05467","ANGPT4; angiopoietin 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9470","K07830","RRAS2, TC21; Ras-related protein R-Ras2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9471","K02117","ATPVA, ntpA, atpA; V/A-type H+/Na+-transporting ATPase subunit A [EC:3.6.3.14 3.6.3.15]","Structural complex","Energy metabolism","ATP synthesis","V-type ATPase, prokaryotes",NA,NA,NA,NA,NA,NA
"9472","K09007","GCH4, folE; GTP cyclohydrolase I [EC:3.5.4.16]","Pathway module","Nucleotide and amino acid metabolism","Cofactor and vitamin biosynthesis","Tetrahydrofolate biosynthesis, GTP => THF",NA,NA,NA,NA,NA,NA
"9473","K11072","potA; spermidine/putrescine transport system ATP-binding protein [EC:3.6.3.31]","Structural complex","Environmental information processing","Mineral and organic ion transport system","Spermidine/putrescine transport system",NA,NA,NA,NA,NA,NA
"9474","K04153","HTR1; 5-hydroxytryptamine receptor 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9475","K00691","E2.4.1.8, mapA; maltose phosphorylase [EC:2.4.1.8]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9476","K12407","GCK; glucokinase [EC:2.7.1.2]","Pathway module","Carbohydrate and lipid metabolism","Central carbohydrate metabolism","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","C metabolism","Gluconeogenesis-Glycolysis","Glycolysis","GCK","glucokinase ",""
"9477","K12407","GCK; glucokinase [EC:2.7.1.2]","Pathway module","Carbohydrate and lipid metabolism","Other carbohydrate metabolism","Nucleotide sugar biosynthesis, glucose => UDP-glucose","C metabolism","Gluconeogenesis-Glycolysis","Glycolysis","GCK","glucokinase ",""
"9478","K09591","DET2; steroid 5-alpha-reductase [EC:1.3.1.22]","Pathway module","Carbohydrate and lipid metabolism","Other terpenoid biosynthesis","Castasterone biosynthesis, campesterol => castasterone",NA,NA,NA,NA,NA,NA
"9479","K18310","RIMKLB, NAAGS-I; beta-citrylglutamate/N-acetylaspartylglutamate synthase [EC:6.3.1.17 6.3.2.41]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9480","K09812","ftsE; cell division transport system ATP-binding protein","Structural complex","Environmental information processing","ABC-2 type and other transport systems","Cell division transport system",NA,NA,NA,NA,NA,NA
"9481","K18684","ALOXE3; hydroperoxy icosatetraenoate dehydratase/isomerase [EC:4.2.1.152 5.4.4.7]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9482","K08569","CTSW; cathepsin W [EC:3.4.22.-]",NA,NA,NA,NA,"Phagotrophy","Lysosome associated","Lysosome binding and processing","CTSW","cathepsin W [EC:3.4.22.-]","Labarre et al. 2019; Flannagan et al. 2012"
"9483","K02000","proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]","Structural complex","Environmental information processing","Mineral and organic ion transport system","Glycine betaine/proline transport system",NA,NA,NA,NA,NA,NA
"9484","K17105","E2.5.1.42; geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9485","K05401","TLR3, CD283; toll-like receptor 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9486","K03861","PIGP, GPI19, DSCR5; phosphatidylinositol glycan, class P",NA,NA,NA,NA,"Phagotrophy-other","other","phosphatidylinositol","PIGP, GPI19, DSCR5","phosphatidylinositol glycan, class P",""
"9487","K06952","K06952; uncharacterized protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9488","K08483","PTS-EI.PTSI, ptsI; phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9489","K09798","K09798; uncharacterized protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9490","K02011","afuB, fbpB; iron(III) transport system permease protein","Structural complex","Environmental information processing","Mineral and organic ion transport system","Iron(III) transport system",NA,NA,NA,NA,NA,NA
"9491","K09912","K09912; uncharacterized protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9492","K00174","korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]","Pathway module","Energy metabolism","Carbon fixation","Reductive citrate cycle (Arnon-Buchanan cycle)","Energy Acquisition","TCA cycle","TCA cycle","korA, oorA, oforA","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha ",""
"9493","K00174","korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]","Pathway module","Energy metabolism","Carbon fixation","Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate","Energy Acquisition","TCA cycle","TCA cycle","korA, oorA, oforA","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha ",""
"9494","K00174","korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]","Pathway module","Carbohydrate and lipid metabolism","Central carbohydrate metabolism","Citrate cycle (TCA cycle, Krebs cycle)","Energy Acquisition","TCA cycle","TCA cycle","korA, oorA, oforA","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha ",""
"9495","K00174","korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]","Pathway module","Carbohydrate and lipid metabolism","Central carbohydrate metabolism","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate","Energy Acquisition","TCA cycle","TCA cycle","korA, oorA, oforA","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha ",""
"9496","K00347","nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:1.6.5.8]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9497","K13581","ccrM; modification methylase [EC:2.1.1.72]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9498","K12959","CAV3; caveolin 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
